business,name,unit,per_unit_value,brand,category,sub_category,sub_category2,price,is_offer_enable,offer_price,featured_image,short_resolation_image,type,keywords,alert_quantity,sku,delivery_time,status,enable_stock,current_stock,shipping_charge,description,image1,image2,image3,image4,image5,image6
Bronx Colors,Bronx Colors Nail Polish Remover Express - NPRE01,Piece,1,Bronx Colors,Health-And-Beauty-1,,,449,0,,,,,,10,,1440,,1,100,,<p>An effective way to remove your nail polish by dipping your nails inside the pot. Eliminates the toughest polish residue in less than five seconds. Perfect when traveling.</p>,,,,,,
Bronx Colors,Bronx Colors Studioline Bronzing Face Powder - SBFP01,Piece,1,Bronx Colors,Health-And-Beauty-1,,,1049,0,,,,,,10,,1440,,1,100,,"<p>Face A BRONZING COMPLEXION ON YOUR FACE!<br />This Bronzing Face Powder is a lightly frosted, tinted powder that gives skin a sheer, natural looking color effect and highlights. It is ideal for enhancing a skin tone, to accent or strengthen a tan.</p>",,,,,,
Bronx Colors,Bronx Colors Studioline Bronzing Face Powder - SBFP02,Piece,1,Bronx Colors,Health-And-Beauty-1,,,1049,0,,,,,,10,,1440,,1,100,,"<p>FACE A BRONZING COMPLEXION ON YOUR FACE!<br />This Bronzing Face Powder is a lightly frosted, tinted powder that gives skin a sheer, natural looking color effect and highlights. It is ideal for enhancing a skin tone, to accent or strengthen a tan.</p>",,,,,,
Bronx Colors,Bronx Colors Studioline Bronzing Face Powder - SBFP03,Piece,1,Bronx Colors,Health-And-Beauty-1,,,1049,0,,,,,,10,,1440,,1,100,,"<p>Face A BRONZING COMPLEXION ON YOUR FACE!<br />This Bronzing Face Powder is a lightly frosted, tinted powder that gives skin a sheer, natural looking color effect and highlights. It is ideal for enhancing a skin tone, to accent or strengthen a tan.</p>",,,,,,
Bronx Colors,Bronx Colors Studioline Bronzing Face Powder - SBFP04,Piece,1,Bronx Colors,Health-And-Beauty-1,,,1049,0,,,,,,10,,1440,,1,100,,"<p>Face A BRONZING COMPLEXION ON YOUR FACE!<br />This Bronzing Face Powder is a lightly frosted, tinted powder that gives skin a sheer, natural looking color effect and highlights. It is ideal for enhancing a skin tone, to accent or strengthen a tan.</p>",,,,,,
Bronx Colors,Bronx Colors Studioline Illuminating Face Powder - SIFP01,Piece,1,Bronx Colors,Health-And-Beauty-1,,,999,0,,,,,,10,,1440,,1,100,,"<p>Face A BRONZING COMPLEXION ON YOUR FACE!<br />This Bronzing Face Powder is a lightly frosted, tinted powder that gives skin a sheer, natural looking color effect and highlights. It is ideal for enhancing a skin tone, to accent or strengthen a tan.</p>",,,,,,
Bronx Colors,Bronx Colors Studioline Illuminating Face Powder - SIFP02,Piece,1,Bronx Colors,Health-And-Beauty-1,,,999,0,,,,,,10,,1440,,1,100,,"Illuminators and highlighters are meant to bounce and reflect light from the skin. Apply them with purpose to brighten the eyes or lift your cheek bones. The luminescent pearls of this illuminating powder catches, reflects and refracts the natural light and makes it easy to spotlight your face with a subtle glow.",,,,,,
Bronx Colors,Bronx Colors Studioline Illuminating Face Powder - SIFP03,Piece,1,Bronx Colors,Health-And-Beauty-1,,,999,0,,,,,,10,,1440,,1,100,,"<p>CREATE A MULTIDIMENSIONAL GLOW!<br />Illuminators and highlighters are meant to bounce and reflect light from the skin. Apply them with purpose to brighten the eyes or lift your cheek bones. The luminescent pearls of this illuminating powder catches, reflects and refracts the natural light and makes it easy to spotlight your face with a subtle glow.</p>",,,,,,
Bronx Colors,Bronx Colors Studioline Illuminating Face Powder - SIFP04,Piece,1,Bronx Colors,Health-And-Beauty-1,,,999,0,,,,,,10,,1440,,1,100,,"<p>CREATE A MULTIDIMENSIONAL GLOW!<br />Illuminators and highlighters are meant to bounce and reflect light from the skin. Apply them with purpose to brighten the eyes or lift your cheek bones. The luminescent pearls of this illuminating powder catches, reflects and refracts the natural light and makes it easy to spotlight your face with a subtle glow.</p>",,,,,,
Bronx Colors,Bronx Colors Triangle Eye Contour Pencil - TEP01,Piece,1,Bronx Colors,Health-And-Beauty-1,,,399,0,,,,,,10,,1440,,1,100,,"<p>DEFINE YOUR EYES!<br />Our classic Triangle Eye Contour Pencil with a soft, creamy and covering formula can be used for every look and gives you a perfect finish.</p>",,,,,,
Bronx Colors,Bronx Colors Triangle Eye Contour Pencil - TEP02,Piece,1,Bronx Colors,Health-And-Beauty-1,,,399,0,,,,,,10,,1440,,1,100,,"<p>DEFINE YOUR EYES!<br />Our classic Triangle Eye Contour Pencil with a soft, creamy and covering formula can be used for every look and gives you a perfect finish.</p>",,,,,,
Bronx Colors,Bronx Colors Triangle Eye Contour Pencil - TEP03,Piece,1,Bronx Colors,Health-And-Beauty-1,,,399,0,,,,,,10,,1440,,1,100,,"Our classic Triangle Eye Contour Pencil with a soft, creamy and covering formula can be used for every look and gives you a perfect finish.",,,,,,
Bronx Colors,Bronx Colors Triangle Eye Contour Pencil - TEP04,Piece,1,Bronx Colors,Health-And-Beauty-1,,,399,0,,,,,,10,,1440,,1,100,,"<p>DEFINE YOUR EYES!<br />Our classic Triangle Eye Contour Pencil with a soft, creamy and covering formula can be used for every look and gives you a perfect finish.</p>",,,,,,
Bronx Colors,Bronx Colors Triangle Eye Contour Pencil - TEP05,Piece,1,Bronx Colors,Health-And-Beauty-1,,,399,0,,,,,,10,,1440,,1,100,,"<p>DEFINE YOUR EYES Our classic Triangle Eye Contour Pencil with a soft, creamy and covering formula can be used for every look and gives you a perfect finish.</p>",,,,,,
Bronx Colors,Bronx Colors Triangle Eye Contour Pencil - TEP06,Piece,1,Bronx Colors,Health-And-Beauty-1,,,399,0,,,,,,10,,1440,,1,100,,"<p>DEFINE YOUR EYES!<br />Our classic Triangle Eye Contour Pencil with a soft, creamy and covering formula can be used for every look and gives you a perfect finish.</p>",,,,,,
Bronx Colors,Bronx Colors Triangle Eye Contour Pencil - TEP07,Piece,1,Bronx Colors,Health-And-Beauty-1,,,399,0,,,,,,10,,1440,,1,100,,"<p>DEFINE YOUR EYES!<br />Our classic Triangle Eye Contour Pencil with a soft, creamy and covering formula can be used for every look and gives you a perfect finish.</p>",,,,,,
Bronx Colors,Bronx Colors Triangle Eye Contour Pencil - TEP08,Piece,1,Bronx Colors,Health-And-Beauty-1,,,399,0,,,,,,10,,1440,,1,100,,"<p>DEFINE YOUR EYES Our classic Triangle Eye Contour Pencil with a soft, creamy and covering formula can be used for every look and gives you a perfect finish.</p>",,,,,,
Bronx Colors,Bronx Colors Triangle Eye Contour Pencil - TEP09,Piece,1,Bronx Colors,Health-And-Beauty-1,,,399,0,,,,,,10,,1440,,1,100,,"<p>DEFINE YOUR EYES!<br />Our classic Triangle Eye Contour Pencil with a soft, creamy and covering formula can be used for every look and gives you a perfect finish.</p>",,,,,,
Bronx Colors,Bronx Colors Triangle Eye Contour Pencil - TEP10,Piece,1,Bronx Colors,Health-And-Beauty-1,,,399,0,,,,,,10,,1440,,1,100,,"<p>DEFINE YOUR EYES<br />Our classic Triangle Eye Contour Pencil with a soft, creamy and covering formula can be used for every look and gives you a perfect finish.</p>",,,,,,
Bronx Colors,Bronx Colors Triangle Eye Contour Pencil - TEP11,Piece,1,Bronx Colors,Health-And-Beauty-1,,,399,0,,,,,,10,,1440,,1,100,,"<p>DEFINE YOUR EYES<br />Our classic Triangle Eye Contour Pencil with a soft, creamy and covering formula can be used for every look and gives you a perfect finish.</p>",,,,,,
Bronx Colors,Bronx Colors Triangle Eye Contour Pencil - TEP12,Piece,1,Bronx Colors,Health-And-Beauty-1,,,399,0,,,,,,10,,1440,,1,100,,"<p>DEFINE YOUR EYES<br />Our classic Triangle Eye Contour Pencil with a soft, creamy and covering formula can be used for every look and gives you a perfect finish.</p>",,,,,,
Bronx Colors,Bronx Colors Triangle Lip Contour Pencil - TLP01,Piece,1,Bronx Colors,Health-And-Beauty-1,,,399,0,,,,,,10,,1440,,1,100,,<p>DEFINE YOUR LIPS<br />This Triangle Lip Contour Pencil gives you a smooth and defined makeup look with intense pigments. The soft and creamy formula makes it easy to apply and the triangle shape of the pencil gives you the perfect grip with its three sides shape.</p>,,,,,,
Bronx Colors,Bronx Colors Triangle Lip Contour Pencil - TLP02,Piece,1,Bronx Colors,Health-And-Beauty-1,,,399,0,,,,,,10,,1440,,1,100,,<p>DEFINE YOUR LIPS<br />This Triangle Lip Contour Pencil gives you a smooth and defined makeup look with intense pigments. The soft and creamy formula makes it easy to apply and the triangle shape of the pencil gives you the perfect grip with its three sides shape.</p>,,,,,,
Bronx Colors,Bronx Colors Triangle Lip Contour Pencil - TLP03,Piece,1,Bronx Colors,Health-And-Beauty-1,,,399,0,,,,,,10,,1440,,1,100,,<p>DEFINE YOUR LIPS<br />This Triangle Lip Contour Pencil gives you a smooth and defined makeup look with intense pigments. The soft and creamy formula makes it easy to apply and the triangle shape of the pencil gives you the perfect grip with its three sides shape.</p>,,,,,,
Bronx Colors,Bronx Colors Triangle Lip Contour Pencil - TLP04,Piece,1,Bronx Colors,Health-And-Beauty-1,,,399,0,,,,,,10,,1440,,1,100,,<p>DEFINE YOUR LIPS<br />This Triangle Lip Contour Pencil gives you a smooth and defined makeup look with intense pigments. The soft and creamy formula makes it easy to apply and the triangle shape of the pencil gives you the perfect grip with its three sides shape.</p>,,,,,,
Bronx Colors,Bronx Colors Triangle Lip Contour Pencil - TLP05,Piece,1,Bronx Colors,Health-And-Beauty-1,,,399,0,,,,,,10,,1440,,1,100,,<p>DEFINE YOUR LIPS<br />This Triangle Lip Contour Pencil gives you a smooth and defined makeup look with intense pigments. The soft and creamy formula makes it easy to apply and the triangle shape of the pencil gives you the perfect grip with its three sides shape.</p>,,,,,,
Bronx Colors,Bronx Colors Triangle Lip Contour Pencil - TLP06,Piece,1,Bronx Colors,Health-And-Beauty-1,,,399,0,,,,,,10,,1440,,1,100,,<p>DEFINE YOUR LIPS<br />This Triangle Lip Contour Pencil gives you a smooth and defined makeup look with intense pigments. The soft and creamy formula makes it easy to apply and the triangle shape of the pencil gives you the perfect grip with its three sides shape.</p>,,,,,,
Bronx Colors,Bronx Colors Triangle Lip Contour Pencil - TLP07,Piece,1,Bronx Colors,Health-And-Beauty-1,,,399,0,,,,,,10,,1440,,1,100,,<p>DEFINE YOUR LIPS<br />This Triangle Lip Contour Pencil gives you a smooth and defined makeup look with intense pigments. The soft and creamy formula makes it easy to apply and the triangle shape of the pencil gives you the perfect grip with its three sides shape.</p>,,,,,,
Bronx Colors,Bronx Colors Triangle Lip Contour Pencil - TLP08,Piece,1,Bronx Colors,Health-And-Beauty-1,,,399,0,,,,,,10,,1440,,1,100,,<p>DEFINE YOUR LIPS<br />This Triangle Lip Contour Pencil gives you a smooth and defined makeup look with intense pigments. The soft and creamy formula makes it easy to apply and the triangle shape of the pencil gives you the perfect grip with its three sides shape.</p>,,,,,,
Bronx Colors,Bronx Colors Triangle Lip Contour Pencil - TLP09,Piece,1,Bronx Colors,Health-And-Beauty-1,,,399,0,,,,,,10,,1440,,1,100,,<p>DEFINE YOUR LIPS<br />This Triangle Lip Contour Pencil gives you a smooth and defined makeup look with intense pigments. The soft and creamy formula makes it easy to apply and the triangle shape of the pencil gives you the perfect grip with its three sides shape.</p>,,,,,,
Bronx Colors,Bronx Colors Triangle Lip Contour Pencil - TLP10,Piece,1,Bronx Colors,Health-And-Beauty-1,,,399,0,,,,,,10,,1440,,1,100,,<p>DEFINE YOUR LIPS<br />This Triangle Lip Contour Pencil gives you a smooth and defined makeup look with intense pigments. The soft and creamy formula makes it easy to apply and the triangle shape of the pencil gives you the perfect grip with its three sides shape.</p>,,,,,,
Bronx Colors,Bronx Colors Triangle Lip Contour Pencil - TLP11,Piece,1,Bronx Colors,Health-And-Beauty-1,,,399,0,,,,,,10,,1440,,1,100,,<p>DEFINE YOUR LIPS<br />This Triangle Lip Contour Pencil gives you a smooth and defined makeup look with intense pigments. The soft and creamy formula makes it easy to apply and the triangle shape of the pencil gives you the perfect grip with its three sides shape.</p>,,,,,,
Bronx Colors,Bronx Colors Triangle Lip Contour Pencil - TLP12,Piece,1,Bronx Colors,Health-And-Beauty-1,,,399,0,,,,,,10,,1440,,1,100,,<p>DEFINE YOUR LIPS<br />This Triangle Lip Contour Pencil gives you a smooth and defined makeup look with intense pigments. The soft and creamy formula makes it easy to apply and the triangle shape of the pencil gives you the perfect grip with its three sides shape.</p>,,,,,,
Bronx Colors,Bronx Colors Deluxe Brush - BR01,Piece,1,Bronx Colors,Health-And-Beauty-1,,,499,0,,,,,,10,,1440,,1,100,,"<p>BR01 &ndash; CONTOUR POWDER BRUSH<br />Specifically designed with a full, round, and dense cut for applying loose or pressed powder onto the face and body. Perfect to touch up makeup anytime.<br />DIMENSION &ndash; L158mm|W45|H25mm</p>",,,,,,
Bronx Colors,Bronx Colors Deluxe Brush - BR02,Piece,1,Bronx Colors,Health-And-Beauty-1,,,399,0,,,,,,10,,1440,,1,100,,<p>BR02 &ndash; EYESHADOW BRUSH<br />Specifically designed to apply eye color and softly blend shadows into one another.<br />DIMENSION &ndash; L158mm|W23|H15mm</p>,,,,,,
Bronx Colors,Bronx Colors Deluxe Brush - BR03,Piece,1,Bronx Colors,Health-And-Beauty-1,,,349,0,,,,,,10,,1440,,1,100,,"<p>BR03 &ndash; CONCEALER BRUSH<br />Specifically designed with a soft, narrow brush tip for applying powder and liquid makeup. Perfect for quick makeup touch ups.<br />DIMENSION &ndash; L158mm|W23|H15mm</p>",,,,,,
Bronx Colors,Bronx Colors Deluxe Brush - BR04,Piece,1,Bronx Colors,Health-And-Beauty-1,,,349,0,,,,,,10,,1440,,1,100,,"<p>BR04 &ndash; SHADING BRUSH<br />Wide, rounded shading brush, perfect for applying a gentle sweep of eye color. Great for blending and highlighting too<br />DIMENSION &ndash; L158mm|W23|H15mm</p>",,,,,,
Bronx Colors,Bronx Colors Deluxe Brush - BR05,Piece,1,Bronx Colors,Health-And-Beauty-1,,,349,0,,,,,,10,,1440,,1,100,,<p>BR05 &ndash; LINER BRUSH<br />Specifically designed for shaping and filling eyebrows. The angled tip allows expert control for natural looking eyebrows.<br />DIMENSION &ndash; L158mm|W15|H10mm</p>,,,,,,
Bronx Colors,Bronx Colors Magnetic Urban Brushes - UBRSET02,Piece,1,Bronx Colors,Health-And-Beauty-1,,,2999,0,,,,,,10,,1440,,1,100,,<p>BRUSHES AND METAL PLATE<br />This professional and high quality brush set makes the heart beat faster! The brushes can be fixed easily on the plate because of their magnetic ends and prevent the annoying lying around of the brushes. The Bronx plate is specially made for our urban brushes.</p>,,,,,,
Technokit Healthcare Ltd,Beurer Bm 28 Blood Pressure Monitor Value Pack,Piece,1,Beurer,,,,3450,0,,,,,,10,,1440,,1,100,,"<p>Technokit Healthcare Ltd. is the sole distributor of Beurer Germany products in Bangladesh.<br />Universal cuff, including for larger upper arm circumferences up to 42 cm<br />Fully automatic blood pressure and pulse measurement on the upper arm<br />Average of all saved measured values<br />Cuff position control<br />2 adjustable alarm times<br />Easy-to-read display<br />4 x 30 memory spaces<br />Risk indicator<br />Arrhythmia detection<br />Medical device<br />For upper arm circumferences from 22 to 42 cm<br />Date and time/automatic switch-off<br />Incorrect usage message<br />Low battery indicator<br />Storage bag<br />One for all the blood pressure monitor has a universal cuff that is also suitable for larger upper arm circumferences up to 42 cm. The integrated cuff position control gives you additional certainty about the accuracy of the measured blood pressure values during each measurement.</p>",,,,,,
Technokit Healthcare Ltd,Beurer Bm 58 Touch Blood Pressure Monitor (Arm),Piece,1,Beurer,,,,4899,0,,,,,,10,,1440,,1,100,,"<p>Touch sensor buttons<br />Illuminated black XL display<br />PC interface/USB cable included<br />Fully automatic blood pressure and pulse measurement on the upper arm<br />PC interface/USB cable included<br />Cuff holder<br />Average of all saved measured values<br />Average of morning and evening blood pressure for the last 7 days<br />Extremely large, easy-to-read black display<br />2 x 60 memory spaces<br />Risk indicator<br />Arrhythmia detection<br />Medical device<br />For upper arm circumferences from 22 to 30 cm<br />Date and time/automatic switch-off<br />Incorrect usage message<br />Low battery indicator<br />Storage bag<br />Incl. 4 x 1.5 V AA batteries<br />XL cuff (30 to 42 cm) available as an accessory<br />Mains part available separately<br />""beurer HealthManager"" software available for free download<br /><br />Product designation Upper arm blood pressure monitor<br />Connect yes<br />Automatic switch-off yes<br />Connection to beurer HealthManager possible yes<br />Number of memory spaces 2 x 60<br />Arrhythmia detection yes<br />Storage bag/box included in delivery yes<br />Batteries yes<br />Low battery indicator yes<br />Illuminated display yes<br />Date and time yes<br />Calculating the average value yes, 3 measurements<br />Easy to use using touch sensor buttons yes<br />Large, easy-to-read display yes<br />Cuff size in cm 22 - 30<br />Medical device yes<br />Incorrect usage message yes<br />Can be used with mains part yes<br />Risk indicator yes<br />Transfer of the measurement values via USB yes<br />USB cable included in delivery yes<br />Product weight approx. 364 g (without batteries)<br />Product dimensions (L x W x H) 100 x 150 x 58 mm<br />CE yes<br />Warranty in years (You can find more information about the warranty conditions in the manual.) 3<br />EAN 4211125655167</p>",,,,,,
Technokit Healthcare Ltd,Beurer Bm 85-Blood Pressure Monitor (Arm),Piece,1,Beurer,,,,8200,0,,,,,,10,,1440,,1,100,,"<p>Technokit Healthcare Ltd. is the sole distributor of Beurer Germany products in Bangladesh.<br />Bluetooth&reg; for transfer of measurements to your smartphone<br />Patented resting indicator<br />Inflation technology: fast and convenient measurement<br />Fully automatic blood pressure and pulse measurement on the upper arm<br />Wireless transfer of measurements<br />PC interface/USB power mains part*<br />Cuff holder<br />Average of all saved measured values<br />Average of morning and evening blood pressure for the last 7 days<br />Illuminated START/STOP button<br />Easy-to-read, illuminated display<br />2 x 60 memory spaces<br />Risk indicator with LEDs<br />Arrhythmia detection<br />Medical device<br />For upper arm circumferences from 22 to 42 cm<br />Date and time/automatic switch-off<br />Incorrect usage message<br />Battery charge level<br />Storage bag<br />Lithium-ion battery<br />""beurer HealthManager"" software and app available for free download<br />Optimum blood pressure monitoring using the app and software -keep an eye on your values at any time and anywhere. The upper arm blood pressure monitor stands out due to its particularly appealing design and a host of clever technical features. Touch sensor buttons, the large white illuminated display and the integrated resting indicator mean that blood pressure measurements are reliable and easy for the user.</p>",,,,,,
Technokit Healthcare Ltd,Beurer Bm 35-Blood Pressure Monitor (Arm),Piece,1,Beurer,,,,3300,0,,,,,,10,,1440,,1,100,,"<p>Fast measuring time<br />Easy-to-read display<br />Fully automatic blood pressure and pulse measurement on the upper arm<br />Average of all saved measured values<br />Average of morning and evening blood pressure for the last 7 days<br />Easy-to-read display<br />2 x 60 memory spaces<br />Risk indicator<br />Arrhythmia detection<br />Medical device<br />For upper arm circumferences from 22 to 36 cm<br />Date and time/automatic switch-off<br />Incorrect usage message<br />Low battery indicator<br />Storage bag<br /><br />Product designation Upper arm blood pressure monitor<br />Automatic switch-off yes<br />Number of memory spaces 2 x 60<br />Arrhythmia detection yes<br />Storage bag/box included in delivery yes<br />Batteries yes<br />Low battery indicator yes<br />Date and time yes<br />Calculating the average value yes<br />Large, easy-to-read display yes<br />Cuff size in cm 23 -36<br />Medical device yes<br />Incorrect usage message yes<br />Risk indicator yes<br />Product weight approx. 326 g (with cuff, without batteries)<br />Product dimensions (L x W x H) 135 x 105 x 53 mm<br />CE yes</p>",,,,,,
Technokit Healthcare Ltd,Bionime Gm 100-Blood Glucose Monitor,Piece,1,Beurer,,,,849,0,,,,,,10,,1440,,1,100,,"<p>Fully comply with ISO 15197:2013 and FDA approval (For other received credentials, please contact us.)<br />Acquire Innovation Award from 「Mediphar Taipei in 2008」<br />No coding<br />1.4microliter (0.0014 c.c.) of blood sample required<br />Life Time Replacement<br />Origin of Product/Designed in: Switzerland<br />Brand new product guaranteed<br /><br />Best price in Bangladesh guaranteed<br /><br />Big Single Button, Easy to Get Started<br /><br />Our mission is to ensure the accuracy of blood glucose measurements, and user-friendly design allows you to operate more simple and convenient.<br /><br />Bionime is worlds one of the leading Blood Glucose Monitoring system manufacturer. Original product guaranteed. Best price in Bangladesh Guaranteed. Life time warranty. very good review. Purchase and believe after.</p>",,,,,,
Technokit Healthcare Ltd,Bionime Gs 100-Blood Glucose Strip(25Pcs),Piece,1,Beurer,,,,490,0,,,,,,10,,1440,,1,100,,<p>Blood Glucose Strip<br />25 Pcs<br />Quick and hygienic<br />Only Minimum Blood Sample Needed: 0.5 mg/dl</p>,,,,,,
Technokit Healthcare Ltd,Bionime Gm 700Sb-Blood Glucose Monitor,Piece,1,Beurer,,,,720,0,,,,,,10,,1440,,1,100,,"<p>Technokit Healthcare Ltd. Is the sole distributor of Bionime products in Bangladesh.<br />Test stripGS700CodingAuto-codingEnzyme / Measurement technologyGDH / Electrochemical sensorBlood sample sourceCapillary, venous, arterial and neonatal whole bloodMinimum sample volume0.75 &micro;LHCT rangeGlucose concentrations ≦ 11.1 mmol/L (200 mg/dL), HCT range 20 - 70%Glucose concentrations &gt; 11.1 mmol/L (200 mg/dL), HCT range 20 - 60%Measuring range0.6 - 33.3 mmol/L (10 - 600mg/dL)Meter dimensions (L x W x H)82.0 x 45.0 x 15.5 mm (3.22 x 1.77 x 0.61 inch)Display area (L x W)34.0 x 27.5 mm (1.09 x 1.34 inch)Weight (with battery)43.0 &plusmn; 5 gPower supply1 &times; CR2032 batteryMemory capacity500 test results with date and timeOperating temperature6 - 44℃ (43 - 111&deg;F)Operating relative humidity10 - 90%Meter storage conditions-10 - 60&deg;C (14 - 140&deg;F)Test strip storage conditionsAt 4 - 30&deg;C (39 - 86&deg;F), and below 90% relative humidityBluetooth version (For GM700SB)4.0AccuracyFor glucose concentrations &lt; 5.5 mmol/L (100 mg/dL),95% of measured glucose values within &plusmn; 0.83 mmol/L (15 mg/dL) of reference measurements.For glucose concentrations &ge; 5.5 mmol/L (100 mg/dL),95% of measured glucose values within &plusmn; 15% of reference measurements.PrecisionFor glucose concentrations &lt; 5.5 mmol/L (100 mg/dL), SD &lt; 0.28 mmol/L (5 mg/dL)For glucose concentrations &ge; 5.5 mmol/L (100 mg/dL), CV &lt; 5%</p>",,,,,,
Technokit Healthcare Ltd,Bionime Gm 700S-Blood Glucose Monitor,Piece,1,Beurer,,,,720,0,,,,,,10,,1440,,1,100,,"<p>Wide HCT rangeMeasures glucose value of extreme hematocrit range, like neonate, elder, anemia patient.<br />Meal markersBefore-and-after meal markers help you know how food influences your blood glucose.<br />Multiple blood sampleCapillary, venous, arterial and neonatal whole blood are applicable.<br />Auto codingEliminates the needs for manual coding and delivers better accuracy than no coding.<br />Proprietary Rightest&trade; stripWith Validus Technology&trade; strip design, Rightest&trade; strips ensure high accuracy and precision in readings.</p>",,,,,,
Technokit Healthcare Ltd,Bionime Gs 700-Blood Glucose Strip(25Pcs),Piece,1,Beurer,,,,490,0,,,,,,10,,1440,,1,100,,"<p>Bionime GS-700SB/700S Blood Glucose Monitor 25pcs Test StripsUsing patented noble metal technology while applying the latest in injection molded nano-technology allows Bionime Test Strips to deliver consistent, reliable, and accurate results.DescriptionThe large injection molded plastic strips are designed to be easy to handle, and easy to insert into the Meter. Our horizontal design allows for hygienic testing by having the blood sample placed on the opposite side as the hand grip. Bionime test strips are designed with the needs of diabetics in mind. The large size makes them easy to handle, especially for those experiencing some of the common complications of diabetes including: loss of vision, dexterity, or mobility. The color coding helps ensure that patients use the correct Test Strip with their Meter. The patented design prevents wasting strips by minimizing contamination due to dropped, bent, or damaged Test Strips.Some of the features include the following:&bull; Segregated blood sample port&bull; Patented noble gold technology incorporating the latest in nano-technology&bull; Large, easy to handle injection molded plastic strips</p>",,,,,,
Technokit Healthcare Ltd,Beurer Po 30-Pulse Oximeter,Piece,1,Beurer,,,,4700,0,,,,,,10,,1440,,1,100,,"<p>Measurement of SpO2 as a potential vital sign in acute illnesses<br />Measuremet of heart rate (pulse)<br />Particularly suitable for persons with: Heart failure, Chronic obstructive pulmonary diseases, Bronchial asthma<br />Also suitable for sports at high altitudes<br />Colour display with 4 available views<br />Adjustable display brightness<br />Graphic pulse display<br />Small and light &ndash; for use at home and on the move<br />Automatic switch-off<br />Low battery indicator<br />Incl. strap and belt pouch<br />Medical device</p>",,,,,,
Technokit Healthcare Ltd,Beurer Ft 90-Non-Contact Thermometer,Piece,1,Beurer,,,,4800,0,,,,,,10,,1440,,1,100,,"<p>Technokit Healthcare Ltd. is the sole distributor of Beurer Germany products in Bangladesh.<br />Measurement of body, ambient and surface temperature<br />Hygienic and safe measurement without skin contact<br />Measurement in seconds<br />Infrared measurement<br />Temperature alarm: from 38&deg;C<br />Displays measurements in &deg;C and &deg;F<br />Sound control (On/Off)<br />Measuring distance 2 -3 cm<br />60 memory spaces (body temperature)<br />Automatic switch-off<br />Optional acoustic signal when measurement is complete<br />Medical device<br />Easy-to-read, blue illuminated XL display<br />With storage box</p>",,,,,,
Technokit Healthcare Ltd,Beurer Ft 78 Ear Thermometer,Piece,1,Beurer,,,,3200,0,,,,,,10,,1440,,1,100,,<p>Technokit Healthcare Ltd. is the sole distributor of Beurer Germany products in Bangladesh.<br />Hygienic and safe measurement<br />With interchangeable protective cap (6 included)<br />Measurement in seconds<br />Infrared measurement<br />Temperature alarm: warning tone from 37.5&deg;C<br />Displays measurements in &deg;C and &deg;F<br />9 memory spaces<br />Automatic switch-off<br />Acoustic signal when measurement is complete<br />Medical device<br />White backlit display<br />Low battery indicator<br />With storage box</p>,,,,,,
Technokit Healthcare Ltd,Beurer Ft 78-Protective Cap (20 Pcs),Piece,1,Beurer,,,,399,0,,,,,,10,,1440,,1,100,,"<p>The replacement set for the FT 78 ear thermometer is made up of 20 single-use protective caps to give you perfect hygiene.<br />Set of replacement caps -20 protective caps for the FT 78 ear thermometer (2x10)Product weight: approx. 0,8 gProduct measurements: 25 x 25 x 23 mm</p>",,,,,,
Technokit Healthcare Ltd,Drive Devilbiss Devilbiss Oxygen Concentrator 10L Model: 1025Ks + Accessories,Piece,1,Beurer,,,,155000,0,,,,,,10,,1440,,1,100,,"<p>Weighing only 19 kg (42 lbs), the 10 Liter Oxygen Concentrator is one of the smallest, most compact high-volume concentrators on the market, perfect for patients who require more than 5 lpm of oxygen. Equipped with exclusive DeVilbiss Oxygen Sensing Device (OSD&reg;) for monitoring oxygen produced, this concentrator helps to ensure user safety and product reliability.<br /><br />Capable of delivering up to 96% of O2 purity from 2 to 10 LPM<br />Equipped with accessible patient controls, bright LEDs that can be seen from a distance, protected cannula fitting and recessed humidifier nook to prevent damage<br />Transfill Caddy (sold separately) with 18 x 14 inch shelf connects easily to 10L Concentrator<br />PARAMETER<br />Dimensions (H x W x D) 62.2 cm x 34.2 cm x 30.4 cm<br />Flow 2 &ndash; 10 LPM<br />Outlet Pressure 20.0 +/- 1.0 psi (138 kPA +/- 7kPA)<br />Weight 19 kg<br />Oxygen Concentration 87 % &ndash; 96 %<br />Alarms (Audible and Visual) High Pressure | High / Low fow| Low Oxygen |High gas temperature | Power failure<br />Electrical Rating 230 V, 50 Hz, 3.2 A</p>",,,,,,
