business,name,unit,per_unit_value,brand,category,sub_category,sub_category2,price,is_offer_enable,offer_price,featured_image,short_resolation_image,type,keywords,alert_quantity,sku,delivery_time,current_stock,status,enable_stock,description,shipping_charge,image1,image2,image3,image4,image5,image6
liteelectronicsltd,Mi Compact Mini Bluetooth Speaker 2,Piece,1,xiaomi,electronic-accessori,audio,,890,0,,,,,,5,,10080,,active,,"
<p>Specification
Primary Features Brand: Xiaomi
Design: MiniPortableStylish
Compatible with: ComputerLaptopMobile phonePCTablet PC
Supports: Bluetooth
Connection: Wireless
Interface: Micro USB
Audio Source: Bluetooth Enabled Devices
Technical Parameters Bluetooth Version: Bluetooth 4.2
Protocol: A2DPAVRCPHFP
Transmission Distance: W/O obstacles 10m
Number of Speakers: 1
Sound channel: Two-channel (stereo)
Power Output: 3W
Freq: 60Hz-20KHz
S/N: No less than 80db
Other Parameters Battery Capacity: 480mAh
Charging Time: 2h
Working Time: 4 ‰ÛÒ 5h
Lasting Time: 20 days
Battery Information Battery Type: Built-in Li-ion Battery
Dimension and Weight Product weight: 0.0520 kg
Package weight: 0.1500 kg

Product size (L x W x H): 6.00 x 6.00 x 7.00 cm / 2.36 x 2.36 x 2.76 inches

Package size (L x W x H): 10.00 x 10.00 x 9.00 cm / 3.94 x 3.94 x 3.54 inches </p>",,,,,,,
liteelectronicsltd,MI Portable Speaker ,Piece,1,xiaomi,electronic-accessori,audio,,995,0,,,,,,5,,10080,,active,,"<p>Exquisitely designed to fit in your palm
A perfect balance: small in size big on sound
Full metal casing dressed in 2 classic colors.
Mi Bluetooth Speaker Mini is seamlessly and elegantly designed with both the power button and the micro USB charging port neatly tucked at the bottom</p>",,,,,,,
liteelectronicsltd,MI TV Box S,Piece,1,xiaomi,electronic-accessori,audio,,6350,0,,,,,,5,,10080,,active,,"<p>Xiaomi TV Box S Global Version
Xiaomi Mi TV Box S is a technology advanced TV box which has 4K Ultra HD Streaming Media Player Google Assistant | Chromecast built-in

Operating System: Android 8.1
RAM: 2GB DDR3
Storage: 8GB eMMC
Output Resolution: 4K (3840 x 2160)
CPU: Cortex-A53 Quad-core 64bit
GPU: Mali-450
Wi-Fi: 802.11a/b/g/n/ac 2.4GHz/5GHz
Bluetooth: 4.2
Video decoder: 4K@60fps VP9 H.264 MPEG1/2/4 VC-1 Real8/9/10
Video Format: RM MOV VOB AVI MKV TS Mp4 3D
Audio decoder: DOLBY DTS
Audio Format: MP3 APE Flac
Image decoder: JPG BMP GIF PNG TIF
Support Language: Global
Socket: HDMI2.0a: 1; USB2.0: 1; Power Interface: 1; Audio Out: 1</p>
",,,,,,,
liteelectronicsltd,Mi 360° WiFi Security Camera (1080p) - White,Piece,1,xiaomi,electronics,security-cameras,,3200,0,,,,,,5,,10080,,active,,"<p>Details
 
Xiaomi 360 Degree WiFi IP Camera in Bangladesh
Xiaomi Mijia Smart 1080P WiFi IP camera Pan-tilt version you can sleep soundly! The built-in 8pcs 940nm IR-cut LEDs and quiet motor enable this surveillance camera to capture clear night vision images up to 9 meters distance silently. Besides the rotatable design of the IP camera makes it capable of monitoring a wider range in the horizontal and vertical direction via the APP control. What is more the concealed TF card slot provides not only a beautiful and integrated appearance but also a convenient storage method for you! Now this camera is available in Bangladesh @ BDSHOP.COM

Mi 360 Degree IP Camera

Specification:
Brand: Xiaomi
Model: MiJia Pan-tilt Version
Shape Mini Camera
Technical Feature: WiFi Infrared Pan Tilt Zoom
IP camera performance Remote ControlMotion DetectionNight VisionInterphone
Motion Detection Distance 9m
Compatible Operation Systems: Android IOS
APP: Mi Home
APP Language: English Chinese
Connection Wireless
Interface Micro USB
Features: HD
Maximum Monitoring Range: 110 degree
Working Voltage 5V / 2A
Package Contents
IP Camera
USB Cable
Wall Bracket
Screw
Screw Cap
Chinese User Manual</p>",,,,,,,
liteelectronicsltd,Mi Wi-Fi Range Extender Pro    CN,Piece,1,xiaomi,electronic-accessori,router,,1080,0,,,,,,5,,10080,,active,,"<p>Product Type: Wifi Range Extender
2 External Antennas- Dual external high gain antennas with transfer rate up to 300Mbps.
Works with Most Router- Extends your WiFi and delivers reliable coverage compatible with most standard router or gateway.
Wall-plug Design- Conveniently to plug into any outlet for WiFi extension plug and play after the first setting.
Auto-update - It will update automatically without any tedious operation.
Extends Wi-Fi Coverage- Support up to 64 devices connect at the same time stay connected from every corner.
3 months warranty </p>",,,,,,,
liteelectronicsltd,Mi Wi-Fi Range Extender Pro    Global,Piece,1,xiaomi,electronic-accessori,router,,1150,0,,,,,,5,,10080,,active,,"<p>2 External Antennas 
Dual external high gain antennas with transfer rate up to 300Mbps.

Works with Most Router
Extends your WiFi and delivers reliable coverage compatible with most standard router or gateway.

Wall-plug Design
Conveniently to plug into any outlet for WiFi extension plug and play after the first setting.

Auto-update  
It will update automatically without any tedious operation.

Extends Wi-Fi Coverage
Support up to 64 devices connect at the same time stay connected from every corner.

Disclaimar:

May not work with some Dual Band Routers. Please check the compatibility before making the purchase.</p>
",,,,,,,
liteelectronicsltd,Mi WiFi Router 4C 300Mbps,Piece,1,xiaomi,electronic-accessori,router,,1590,0,,,,,,5,,10080,,active,,"<p>22.4 GHz Wi-Fi with up to 300Mbps Speed Ideal for video streaming and web browsing. ROM : 16MB Nor Flash. Management application : Supports web iOS and Android
4 High-performance antenna for better speed & coverage
Control your network from Anywhere Anytime with help of Mi Wi-Fi app
QoS (Quality of Service) Manage and allocate bandwidth as per activity requirements
Parental Control-Control time on internet and content on connected devices
Improve network speed with Wi-Fi optimization
Coverage Area: up to 400 Sqft
Suitable for 2-4 Devices. Reception sensitivity : 11Mbps: ? -85dBm 54Mbps: ? -72dBm HT20 MCS7: ? -69dBm HT40 MCS7: ? -66dBm
Brand ?MI
Manufacturer ?Hulzhou MTNWEIYE Technology Development Co. LTD
Colour ?White
Item Height ?29 Centimeters
Item Width ?5.5 Centimeters
Product Dimensions ?20 x 5.5 x 29 cm; 460 Grams
Item model number ?R4CM
Connectivity Type ?Wi-Fi
Wireless Type ?802.11n 2.4 GHz Radio Frequency
Operating System ?Windows
Included Components ?Router adaptor user manual
Manufacturer ?Hulzhou MTNWEIYE Technology Development Co. LTD
Country of Origin ?China
Item Weight ?460 g</p>",,,,,,,
liteelectronicsltd,Mi WiFi Router 4A AC1200 Dual Band_L,Piece,1,xiaomi,electronic-accessori,router,,2290,0,,,,,,5,,10080,,active,,"<p>Brand: Xiaomi
• Type: Router
• Interface: LANWAN
• Router Connectivity Type: EthernetWireless
• Transmission Rate: 1167Mbps
• Speed of Ethernet Port: 1000Mbps
• Network Protocols: IEEE 802.11aIEEE 802.11acIEEE 802.11b
• IEEE 802.11gIEEE 802.11nIEEE 802.3IEEE 802.3UIPv6
• Wireless Standard: Wireless AC
• Wireless Security: WPA-PSKWPA2-PSK
• WiFi Network Frequency: 2.4GHz5GHz
• LAN Ports: 2 ports
• Max. LAN Data Rate: 1000Mbps
• Network Communication: WiFi
• Features: Dual Band
• Usage: Home use</p>",,,,,,,
liteelectronicsltd,Mi Router 4A Giga Version (White),Piece,1,xiaomi,electronic-accessori,router,,2850,0,,,,,,5,,10080,,active,,"<p>Key Features
Data Rate
1000Mbps
Antenna
4
Button
Reset Button
Frequency
2.4 GHz and 5GHz
Wireless
Wireless Standard: Wireless AC
WiFi Network Frequency: 2.4GHz5GHz
Interface
LANWAN
Network Standard
IEEE 802.11aIEEE 802.11acIEEE 802.11b
IEEE 802.11gIEEE 802.11nIEEE 802.3IEEE 802.3UIPv6
Encryption
WPA-PSKWPA2-PSK
Ports
LAN Ports: 2 ports (Gigabit port)
Others
Transmission Rate: 1167Mbps
Speed of Ethernet Port: 1000Mbps
Physical Dimension
Dimension
20.10 x 17.40 x 12.20 cm
Weight
240 g
Color
White</p>",,,,,,,
liteelectronicsltd,Mi Smart  Scale 2,Piece,1,xiaomi,electronic-accessori,bathroom-scales,,2150,0,,,,,,5,,10080,,active,,"<p>Xiaomi Mijia Smart Weight Scale 2 LED Display
Bluetooth: 5.0
Type: Intelligent Weigh Scale
Feature: High-precision
Compatible with: Android IOS
Glass Material: Tempered Glass
Body Material: ABS
Weight Range: 100g – 150kg
Power Supply: 4 x 1.5V AAA Battery (included)
G-shaped sensor 50g can be perceived.
Highly accurate BIA chip for easy control of body fat percentage.
Balance test closed eyes and one foot are available.
Low-power Bluetooth 5.0 4 batteries can be used for 12 months.
Binding the millet sports app reducing fat and shaping the body with half the effort.
Simple design simple and clean exquisite and beautiful</p>",,,,,,,
liteelectronicsltd,Mi Electric Kettle_1.5L,Piece,1,xiaomi,electronic-accessori,electric-kettle,,2790,0,,,,,,5,,10080,,active,,"<p>Product Type: Kettle
304 Stainless Steel Inner Layer : Standard food-grade stainless steel rust-free anti-scaling odorless easy to clean
1.5L Large Capacity : One boiling can meet a family drink for multiple members no need to boil water frequently
Anti-scalding Double Layers : With the hollow insulation layer between inner and outer layer it provides more heat insulation to protect you from scalding
Superior STRIX Temperature Control : Precise temperature control guarantees a full boiling and longer lifespan
Two Stage Damping Uncap Design : Press the lid-opening button the lid is automatically opened at 30-degree angle without hot drops spattered which stops the splashes from scalding you
Triple Security Protection : Prevent electric shock no electric leakage and auto shutdown while dry operation and boiling
Seamless Uni-body Design : Easy to clean say goodbye to the inside dirt
Visible LED Indicator Light : Convenient to follow up the water heating process
Considerate Cord Storage : Easy to tidy up the over-length power cord twinning at the bottom of main base
6 months warrantyl</p>",,,,,,,
liteelectronicsltd,MI Smart Mask_L,Piece,1,xiaomi,health-and-beauty-1,musk,,360,0,,,,,,5,,10080,,active,,"<p>Product Type: Face Mask
Introducing the SmartMi KN95 free-breathing anti haze face mask. In the current climate for many people having a face covering of some form will bring a degree of reassurance. The SmartMi KN95 face mask is in itself a very special anti-pollution mask that also gives off an element of style. 
It is reusable and designed for comfortable long term wear. We suggest wearing for no longer than 10 hours in a single-use. You will find the longer you wear the SmartMi KN95 face mask the more comfortable it becomes. 
This is because of the special TPU memory elastic material which is integrated with sponge foam. After a short time of wearing the mask becomes adaptive to your natural facial contours. 
One of the downfalls of typical face masks is that they can severely impact normal breathing. This is due to the limited space within and external pressure on the outside of the mask. The Smart Mi KN95 features a specially designed 3D skeletal structure which prevents deformation and provides up to 200 cm3 of breathing space. This Product has no warranty</p>""

",,,,,,,
liteelectronicsltd,MI Smart Mask_M                   ,Piece,1,xiaomi,electronic-accessori,musk,,360,0,,,,,,5,,10080,,active,,"<p>MPN: QHXFMKZ/01ZM
Model: Xiaomi Mi Smart KN95
Over 97% Filtration Efficiency
Lightweight
Breathe Easy
Anti-Pollution Filterr</p>",,,,,,,
liteelectronicsltd,Neo – Black,Piece,1,amazfit,electronic-accessori,smart-watches,,2650,0,,,,,,5,,10080,,active,,"<p>Display:
1.2"" STN always-on black and white display with backlight
Connectivity:
Bluetooth 5.0 BLE
Other features:
Three sports modes (running cycling walking) accelerometer heart rate monitoring sleep monitoring
Dimensions:
40.3 x 41 x 11.7 mm
Weight:
32g
Battery:
160mAh Li-Pol battery life up to 28 days in power saving mode up to 37 days
Color
Black
Group
1475</P>",,,,,,,
liteelectronicsltd,Bip U - Black,Piece,1,amazfit,electronic-accessori,smart-watches,,4890,0,,,,,,5,,10080,,active,,"<p>Amazfit Bip U Smart Watch (Global Version) – Black
1.43? LARGE HD DISPLAY
Amazfit Bip U has a customized 1.43? hd stylish square screen which offers a larger display area than a round watch face of the same width so it can carry more information.

LONG 9-DAY BATTERY LIFE
This smartwatch deeply optimizes the power consumption of the components to bring long-lasting endurance of 7 days while keeping a slim watch body which enables you to avoid frequent charges.

MORE HEALTH METRICS
The Amazfit Bip U fitness smartwatch precise optical monitoring allows you to accurately track heart rate blood oxygen levels stress levels breathing quality of sleep and sleeping patterns.

SUPER LIGHWEIGHT DESIGN
Amazfit Bip U only weigh about 31 grams. an ultra-light design you can barely feel when striving for peak performance.

WOMEN’S HEALTH TRACKING
With the female period tracking system bip u records and predicts the female menstrual cycle and send smart notifications reminders.</P>",,,,,,,
liteelectronicsltd,GTR 2 E – Black,Piece,1,amazfit,electronic-accessori,smart-watches,,10990,0,,,,,,5,,10080,,active,,"<p>BASIC INFO:
Model No: GTR 2e
Release Date: December 2020
Dimension : 46.5 x 46.5 x 10.8 mm
Weight: 32g (without strap)
Colors: Obsidian Black Dolphin Grey Ice Lake Green
W & D Proof : 5 ATM
OS: Android 5.0 and above iOS 10.0 and above

DISPLAY:
Size : 1.39-inch
Type: AMOLED display
Resolation : 454 x 454 Pixels
PPI : 326 ppi
Protection : Corning Gorilla 3 tempered glass + Anti-fingerprint coating

BATTERY:
Battery: Li-Po
Capacity: 471 mAh
Removable: Non-Removable
F Charging : About 2 hours / Magnetic / 2-pins POGO pin

NETWORK:
2G Network: N/A
3G Network: N/A
4G Network: N/A
Speed: No

CONNECTIVITY:
WALAN: No
Bluetooth: Bluetooth 5.0 BLE
USB: No
GPS: Yes with GLONASS
NFC: Yes</P>",,,,,,,
liteelectronicsltd,GTR 2 – Obsidian Black/Sport Edition,Piece,1,amazfit,electronic-accessori,smart-watches,,14990,0,,,,,,5,,10080,,active,,"<p>BASIC INFO:
Model No: GTR 2e
Release Date: December 2020
Dimension : 46.5 x 46.5 x 10.8 mm
Weight: 32g (without strap)
Colors: Obsidian Black Dolphin Grey Ice Lake Green
W & D Proof : 5 ATM
OS: Android 5.0 and above iOS 10.0 and above

DISPLAY:
Size : 1.39-inch
Type: AMOLED display
Resolation : 454 x 454 Pixels
PPI : 326 ppi
Protection : Corning Gorilla 3 tempered glass + Anti-fingerprint coating

BATTERY:
Battery: Li-Po
Capacity: 471 mAh
Removable: Non-Removable
F Charging : About 2 hours / Magnetic / 2-pins POGO pin

NETWORK:
2G Network: N/A
3G Network: N/A
4G Network: N/A
Speed: No

CONNECTIVITY:
WALAN: No
Bluetooth: Bluetooth 5.0 BLE
USB: No
GPS: Yes with GLONASS
NFC: Yes</P>",,,,,,,
liteelectronicsltd,GTR 2 – Obsidian Black/Classic Edition,Piece,1,amazfit,electronic-accessori,smart-watches,,14990,0,,,,,,5,,10080,,active,,"<p>BASIC INFO:
Model No: GTR 2e
Release Date: December 2020
Dimension : 46.5 x 46.5 x 10.8 mm
Weight: 32g (without strap)
Colors: Obsidian Black Dolphin Grey Ice Lake Green
W & D Proof : 5 ATM
OS: Android 5.0 and above iOS 10.0 and above

DISPLAY:
Size : 1.39-inch
Type: AMOLED display
Resolation : 454 x 454 Pixels
PPI : 326 ppi
Protection : Corning Gorilla 3 tempered glass + Anti-fingerprint coating

BATTERY:
Battery: Li-Po
Capacity: 471 mAh
Removable: Non-Removable
F Charging : About 2 hours / Magnetic / 2-pins POGO pin

NETWORK:
2G Network: N/A
3G Network: N/A
4G Network: N/A
Speed: No

CONNECTIVITY:
WALAN: No
Bluetooth: Bluetooth 5.0 BLE
USB: No
GPS: Yes with GLONASS
NFC: Yes</P>",,,,,,,
liteelectronicsltd,GTS 2 E – Black,Piece,1,amazfit,electronic-accessori,smart-watches,,10890,0,,,,,,5,,10080,,active,,"ody: Aluminum alloy
Bottom Shell: Plastic
Buttons: 1 button
Waterproofing Grade: 5 ATM
Screen
Material: AMOLED
Size: 1.65 inches
Resolution: 348 x 442
PPI: 341
Endurance
Battery Capacity: 246 mAh (typical value)
Charging Method: Magnetic Charging Stand
Charging Time: About 2 hours
Typical Usage Battery Life: 7 days
Basic Usage Battery Life: 20 days
Heavy Usage Battery Life: 3.5 days
Sensor
Health: Huami self-developed BioTrackerTM 2 PPG (support blood oxygen) biological data sensor
Movement: Air pressure sensor Acceleration sensor Gyroscope sensor Geomagnetic sensor Ambient light sensor
Connection: Bluetooth 5.0 WLAN 2.4GHz
Positioning: GPS + GLONASS
Strap
Material: Silicone
Width: 20 mm
Clasp: Classic Pin Buckle
Other
Speaker Support
Microphone Support
Linear Motor Support
Supported Devices: Android 5.0 or iOS 10.0 and above
Application: Zepp App</P>",,,,,,,
liteelectronicsltd,Power Buds,Piece,1,amazfit,electronic-accessori,audio,,6480,0,,,,,,5,,10080,,active,,"Amazfit PowerBuds TWS Earbuds
Precise Heart Rate Monitoring During Exercise with PPG Sensor Real-Time Notifications for Workout Status and Excessive Heart Rate Data.
Magnetic Sport Ear Hooks for Increased Stability Easy to Remove and to Store.
8 Hours Battery Life on a Single Charge and 24 Hours with the Charging Case.
Professional Sports Sound System Bring.s Immersive and Dynamic Sound.
ENC Dual-Microphone Noise Reduction for HD Calls.
IP55 Water & Dust Resistance.
Truly Wireless Wear Sensors and Touch Function.",,,,,,,
liteelectronicsltd,Amazfit T-Rex (A 1919) - Army Green,Piece,1,amazfit,electronic-accessori,smart-watches,,10790,0,,,,,,5,,10080,,active,,"<p>Amazfit T-Rex Smart Watch Global Version
Screen: AMOLED
Bluetooth Version: Bluetooth 5.0
Screen resolution: 360 x 360
Screen size: 1.3 inch
Operating mode: Touch Screen
Waterproof / Water-Resistant: Yes
IP rating: 5 ATM
Find phone: Yes
Health tracker: Heart rate monitor
Battery Battery Capacity: 390mAh
Charging Time: About 2 hours
Band material: Silicone
Case material: High Polymer Material
Shape of the dial: Round
Dial size: 47.7mm
Band size: 22mm
Compatible OS Version: Android 5.0 or iOS 10.0 and above</P>",,,,,,,
liteelectronicsltd,Amazfit T-Rex (A 1919) - Rock Black ,Piece,1,amazfit,electronic-accessori,audio,,10790,0,,,,,,5,,10080,,active,,"<p>Exterior
Display 1.3”AMOLED Resolution 360 x 360
Battery 390mAh LiPo (Minimum value)

Daily use mode: 20 days Heart rate monitoring always on sleep monitoring; GPS turned on for 13 minutes a day 150 messages pushed daily which activate screen wrist raised 30 times which activate screen 5 minutes of other operations.

Basic watch mode: 66 days Bluetooth connection to phone turned off heart rate monitoring and other functions screen activated by wrist tilt 100 times a day.

GPS continuous working time: 20 hours GPS activated to track exercise and monitor heart rate.
Connectivity Bluetooth 5.0/BLE
Material Polymer materials
SpecialFeatures BioTracker PPG Bio-Tracking Optical Sensor
3-axis acceleration sensor
Geomagnetic sensor
Ambient light sensor
Positioning: GPS + GLONASS
Supported devices: Android 5.0 or iOS 10.0 and above
Dimension 47.7 X 47.7 X 13.5 mm
Weight 58g (with strap)
Color Rock Black Army Green
Warranty Information
Warranty 1 Year Warranty</P>",,,,,,,
liteelectronicsltd,GT1 Earbuds TWS Haylou - Black,Piece,1,haylou,electronic-accessori,audio,,1450,0,,,,,,5,,10080,,active,,"<p>Main Feature
Frequency
20-20000Hz
Impedance
32ohms
Sound level/Sensitivity
110 dB
Power Output
Battery Type: Built-in
Battery Capacity(mAh): Battery capacity earphone 43mAh charging bin 800mAh
Connection Type
Wireless
Duration
Charging Time: 1.5h
Music Time: 3.5h
Standby time: 300h
Physical Specification
Connector
Bluetooth
Weight
35g
Warranty 90Day</P",,,,,,,
liteelectronicsltd,GT1 Pro Earbuds TWS Haylou - Black,Piece,1,haylou,electronic-accessori,audio,,1500,0,,,,,,5,,10080,,active,,"<p>Main Feature
Frequency
20-20000Hz
Impedance
32ohms
Sound level/Sensitivity
110 dB
Power Output
Battery Type: Built-in
Battery Capacity(mAh): Battery capacity earphone 43mAh charging bin 800mAh
Connection Type
Wireless
Duration
Charging Time: 1.5h
Music Time: 3.5h
Standby time: 300h
Physical Specification
Connector
Bluetooth
Weight
35g
Warranty 90Day</P>",,,,,,,
